city,GPSLatitude,GPSLontitude,DegreeLatitude,DegreeLontitude,code,zcode
北京市,39.90281066,116.4011742,39°54′10.12″,116°24′4.23″,10,110000
东城区,39.92718128,116.4101342,39°55′37.85″,116°24′36.48″,10,110101
西城区,39.91107067,116.3594034,39°54′39.85″,116°21′33.85″,10,110102
崇文区,39.88436616,116.4361834,39°53′3.72″,116°26′10.26″,10,110103
宣武区,39.87097546,116.3574818,39°52′15.51″,116°21′26.93″,10,110104
朝阳区,39.91965165,116.436976,39°55′10.75″,116°26′13.11″,10,110105
丰台区,39.85725867,116.2802817,39°51′26.13″,116°16′49.01″,10,110106
石景山区,39.90441746,116.2168068,39°54′15.90″,116°13′0.50″,10,110107
海淀区,39.95845592,116.2919448,39°57′30.44″,116°17′31.00″,10,110108
门头沟区,39.9389436,116.095373,39°56′20.20″,116°5′43.34″,10,110109
房山区,39.74778297,116.1370121,39°44′52.02″,116°8′13.24″,10,110111
通州区,39.90886636,116.650563,39°54′31.92″,116°39′2.03″,10,110112
顺义区,40.12912,116.648938,40°7′44.83″,116°38′56.18″,10,110113
昌平区,40.2194107,116.2251154,40°13′9.88″,116°13′30.42″,10,110114
大兴区,39.7256212,116.3352742,39°43′32.24″,116°20′6.99″,10,110115
怀柔区,40.31511487,116.6261741,40°18′54.41″,116°37′34.23″,10,110116
平谷区,40.13924189,117.1145413,40°8′21.27″,117°6′52.35″,10,110117
密云县,40.37513695,116.8369463,40°22′30.49″,116°50′13.01″,10,110228
延庆县,40.45546111,115.9689001,40°27′19.66″,115°58′8.04″,10,110229
天津市,39.0831461,117.1946744,39°4′59.33″,117°11′40.83″,22,120000
和平区,39.11608219,117.2084102,39°6′57.90″,117°12′30.28″,22,120101
河东区,39.12228216,117.219336,39°7′20.22″,117°13′9.61″,22,120102
河西区,39.10865986,117.2172823,39°6′31.18″,117°13′2.22″,22,120103
南开区,39.13706898,117.1443429,39°8′13.45″,117°8′39.63″,22,120104
河北区,39.14697035,117.1905271,39°8′49.09″,117°11′25.90″,22,120105
红桥区,39.16618984,117.1451289,39°9′58.28″,117°8′42.46″,22,120106
东丽区,39.08567808,117.3076175,39°5′8.44″,117°18′27.42″,22,120110
西青区,39.14032228,117.0029624,39°8′25.16″,117°0′10.66″,22,120111
津南区,38.93638592,117.3513795,38°56′10.99″,117°21′4.97″,22,120112
北辰区,39.22027048,117.1260027,39°13′12.97″,117°7′33.61″,22,120113
武清区,39.38284095,117.0381108,39°22′58.23″,117°2′17.20″,22,120114
宝坻区,39.71629902,117.3034341,39°42′58.68″,117°18′12.36″,22,120115
滨海新区,39.00223419,117.7044247,39°0′8.04″,117°42′15.93″,22,120116
宁河县,39.3295632,117.8186699,39°19′46.43″,117°49′7.21″,22,120221
静海县,38.94677821,116.9684085,38°56′48.40″,116°58′6.27″,22,120223
蓟县,40.04462889,117.4016256,40°2′40.66″,117°24′5.85″,22,120225
石家庄市,38.04165214,114.5088465,38°2′29.95″,114°30′31.85″,311,130100
长安区,38.03608786,114.5331645,38°2′9.92″,114°31′59.39″,311,130102
桥东区,38.04669089,114.4985972,38°2′48.09″,114°29′54.95″,311,130103
桥西区,38.03188297,114.4635806,38°1′54.78″,114°27′48.89″,311,130104
新华区,38.05009528,114.457054,38°3′0.34″,114°27′25.39″,311,130105
井陉矿区,38.06372804,114.0628676,38°3′49.42″,114°3′46.32″,311,130107
裕华区,38.00587482,114.525482,38°0′21.15″,114°31′31.74″,311,130108
井陉县,38.03397916,114.1398534,38°2′2.32″,114°8′23.47″,311,130121
正定县,38.14594887,114.5650772,38°8′45.42″,114°33′54.28″,311,130123
栾城县,37.89964548,114.6425191,37°53′58.72″,114°38′33.07″,311,130124
行唐县,38.43635279,114.5453394,38°26′10.87″,114°32′43.22″,311,130125
灵寿县,38.30570087,114.3720046,38°18′20.52″,114°22′19.22″,311,130126
高邑县,37.61522362,114.6057602,37°36′54.81″,114°36′20.74″,311,130127
深泽县,38.18381479,115.1946966,38°11′1.73″,115°11′40.91″,311,130128
赞皇县,37.66468131,114.3797404,37°39′52.85″,114°22′47.07″,311,130129
无极县,38.17850851,114.9703692,38°10′42.63″,114°58′13.33″,311,130130
平山县,38.25504405,114.1963328,38°15′18.16″,114°11′46.80″,311,130131
元氏县,37.76600046,114.5195308,37°45′57.60″,114°31′10.31″,311,130132
赵县,37.75572175,114.7702359,37°45′20.60″,114°46′12.85″,311,130133
辛集市,37.94254456,115.211868,37°56′33.16″,115°12′42.72″,311,130181
藁城市,38.02110639,114.8409791,38°1′15.98″,114°50′27.52″,311,130182
晋州市,38.03290874,115.0379886,38°1′58.47″,115°2′16.76″,311,130183
新乐市,38.34468568,114.6840196,38°20′40.87″,114°41′2.47″,311,130184
鹿泉市,38.08128216,114.316033,38°4′52.62″,114°18′57.72″,311,130185
唐山市,39.62915804,118.1741145,39°37′44.97″,118°10′26.81″,315,130200
路南区,39.62367933,118.1479357,39°37′25.25″,118°8′52.57″,315,130202
路北区,39.62308604,118.1945655,39°37′23.11″,118°11′40.44″,315,130203
古冶区,39.71455999,118.4526828,39°42′52.42″,118°27′9.66″,315,130204
开平区,39.67007826,118.2557157,39°40′12.28″,118°15′20.58″,315,130205
丰南区,39.56207227,118.1050653,39°33′43.46″,118°6′18.24″,315,130207
丰润区,39.83120195,118.1558377,39°49′52.33″,118°9′21.02″,315,130208
滦县,39.73951851,118.6975813,39°44′22.27″,118°41′51.29″,315,130223
滦南县,39.50275809,118.6680932,39°30′9.93″,118°40′5.14″,315,130224
乐亭县,39.42459443,118.9067164,39°25′28.54″,118°54′24.18″,315,130225
迁西县,40.14018641,118.3083655,40°8′24.67″,118°18′30.12″,315,130227
玉田县,39.89915816,117.7322475,39°53′56.97″,117°43′56.09″,315,130229
唐海县,39.27192488,118.4541008,39°16′18.93″,118°27′14.76″,315,130230
遵化市,40.1880241,117.9596819,40°11′16.89″,117°57′34.85″,315,130281
迁安市,39.99786752,118.6951281,39°59′52.32″,118°41′42.46″,315,130283
秦皇岛市,39.93427061,119.5947199,39°56′3.37″,119°35′40.99″,335,130300
海港区,39.93340085,119.604697,39°56′0.24″,119°36′16.91″,335,130302
山海关区,39.9775049,119.7697667,39°58′39.02″,119°46′11.16″,335,130303
北戴河区,39.83323705,119.478364,39°49′59.65″,119°28′42.11″,335,130304
青龙满族自治县,40.40599714,118.944139,40°24′21.59″,118°56′38.90″,335,130321
昌黎县,39.71142729,119.1564384,39°42′41.14″,119°9′23.18″,335,130322
抚宁县,39.87496963,119.2387218,39°52′29.89″,119°14′19.40″,335,130323
卢龙县,39.89085215,118.8871281,39°53′27.07″,118°53′13.66″,335,130324
邯郸市,36.61203878,114.4870296,36°36′43.34″,114°29′13.31″,310,130400
邯山区,36.59981681,114.4777789,36°35′59.34″,114°28′40.00″,310,130402
丛台区,36.6182401,114.4874962,36°37′5.66″,114°29′14.99″,310,130403
复兴区,36.61103867,114.4532351,36°36′39.74″,114°27′11.65″,310,130404
峰峰矿区,36.41948213,114.2067042,36°25′10.14″,114°12′24.14″,310,130406
邯郸县,36.59410093,114.5251389,36°35′38.76″,114°31′30.50″,310,130421
临漳县,36.33513835,114.6139463,36°20′6.50″,114°36′50.21″,310,130423
成安县,36.44261279,114.6844548,36°26′33.41″,114°41′4.04″,310,130424
大名县,36.2855081,115.1417257,36°17′7.83″,115°8′30.21″,310,130425
涉县,36.55600115,113.6623572,36°33′21.60″,113°39′44.49″,310,130426
磁县,36.35905172,114.3742399,36°21′32.59″,114°22′27.26″,310,130427
肥乡县,36.55030757,114.8083283,36°33′1.11″,114°48′29.98″,310,130428
永年县,36.77740487,114.4850975,36°46′38.66″,114°29′6.35″,310,130429
邱县,36.81951645,115.1702697,36°49′10.26″,115°10′12.97″,310,130430
鸡泽县,36.92012699,114.8726288,36°55′12.46″,114°52′21.46″,310,130431
广平县,36.48350125,114.9429422,36°29′0.60″,114°56′34.59″,310,130432
馆陶县,36.53534305,115.2935641,36°32′7.23″,115°17′36.83″,310,130433
魏县,36.35507441,114.9329947,36°21′18.27″,114°55′58.78″,310,130434
曲周县,36.78002462,114.939416,36°46′48.09″,114°56′21.90″,310,130435
武安市,36.69696013,114.1974012,36°41′49.06″,114°11′50.64″,310,130481
邢台市,37.07007965,114.4989249,37°4′12.29″,114°29′56.13″,319,130500
桥东区,37.06753761,114.5013477,37°4′3.14″,114°30′4.85″,319,130502
桥西区,37.05926053,114.4619695,37°3′33.34″,114°27′43.09″,319,130503
邢台县,37.05004077,114.5536182,37°3′0.15″,114°33′13.03″,319,130521
临城县,37.44384522,114.4928173,37°26′37.84″,114°29′34.14″,319,130522
内丘县,37.2861047,114.5061973,37°17′9.98″,114°30′22.31″,319,130523
柏乡县,37.48178222,114.6876371,37°28′54.42″,114°41′15.49″,319,130524
隆尧县,37.34950455,114.7646124,37°20′58.22″,114°45′52.60″,319,130525
任县,37.12845221,114.6771052,37°7′42.43″,114°40′37.58″,319,130526
南和县,37.00467689,114.6778793,37°0′16.84″,114°40′40.37″,319,130527
宁晋县,37.61934213,114.9135664,37°37′9.63″,114°54′48.84″,319,130528
巨鹿县,37.22041997,115.0314108,37°13′13.51″,115°1′53.08″,319,130529
新河县,37.52802579,115.2360668,37°31′40.89″,115°14′9.84″,319,130530
广宗县,37.07405256,115.1367594,37°4′26.59″,115°8′12.33″,319,130531
平乡县,37.06265093,115.0240575,37°3′45.54″,115°1′26.61″,319,130532
威县,36.97533004,115.2606858,36°58′31.19″,115°15′38.47″,319,130533
清河县,37.07108138,115.6657501,37°4′15.89″,115°39′56.70″,319,130534
临西县,36.87034976,115.4956804,36°52′13.26″,115°29′44.45″,319,130535
南宫市,37.36064324,115.3804645,37°21′38.32″,115°22′49.67″,319,130581
沙河市,36.8546,114.4974027,36°51′16.56″,114°29′50.65″,319,130582
保定市,38.87304898,115.4582785,38°52′22.98″,115°27′29.80″,312,130600
新市区,38.87658733,115.4523538,38°52′35.71″,115°27′8.47″,312,130602
北市区,38.88239763,115.4909496,38°52′56.63″,115°29′27.42″,312,130603
南市区,38.85403003,115.5226007,38°51′14.51″,115°31′21.36″,312,130604
满城县,38.94804271,115.3160713,38°56′52.95″,115°18′57.86″,312,130621
清苑县,38.77106834,115.4880535,38°46′15.85″,115°29′16.99″,312,130622
涞水县,39.39326681,115.7077184,39°23′35.76″,115°42′27.79″,312,130623
阜平县,38.84410158,114.1933021,38°50′38.77″,114°11′35.89″,312,130624
徐水县,39.0181693,115.6497422,39°1′5.41″,115°38′59.07″,312,130625
定兴县,39.26213761,115.8021835,39°15′43.70″,115°48′7.86″,312,130626
唐县,38.74763454,114.9765075,38°44′51.48″,114°58′35.43″,312,130627
高阳县,38.68919356,115.7745588,38°41′21.10″,115°46′28.41″,312,130628
容城县,39.04204935,115.8560658,39°2′31.38″,115°51′21.84″,312,130629
涞源县,39.35924472,114.6882022,39°21′33.28″,114°41′17.53″,312,130630
望都县,38.70822781,115.1492224,38°42′29.62″,115°8′57.20″,312,130631
安新县,38.93488672,115.9297549,38°56′5.59″,115°55′47.12″,312,130632
易县,39.34843302,115.4911794,39°20′54.36″,115°29′28.25″,312,130633
曲阳县,38.62114589,114.6985689,38°37′16.13″,114°41′54.85″,312,130634
蠡县,38.48965814,115.5699708,38°29′22.77″,115°34′11.89″,312,130635
顺平县,38.8436077,115.1262441,38°50′36.99″,115°7′34.48″,312,130636
博野县,38.4566891,115.4581072,38°27′24.08″,115°27′29.19″,312,130637
雄县,38.99362078,116.1023317,38°59′37.03″,116°6′8.39″,312,130638
涿州市,39.48424189,115.9685041,39°29′3.27″,115°58′6.61″,312,130681
定州市,38.51571582,114.9841618,38°30′56.58″,114°59′2.98″,312,130682
安国市,38.4177399,115.3204018,38°25′3.86″,115°19′13.45″,312,130683
高碑店市,39.32562298,115.867967,39°19′32.24″,115°52′4.68″,312,130684
张家口市,40.76629221,114.8798409,40°45′58.65″,114°52′47.43″,313,130700
桥东区,40.78715035,114.8881952,40°47′13.74″,114°53′17.50″,313,130702
桥西区,40.81811608,114.8634805,40°49′5.22″,114°51′48.53″,313,130703
宣化区,40.60709247,115.0590437,40°36′25.53″,115°3′32.56″,313,130705
下花园区,40.48935802,115.2768449,40°29′21.69″,115°16′36.64″,313,130706
宣化县,40.56039412,115.0284317,40°33′37.42″,115°1′42.35″,313,130721
张北县,41.15759617,114.7138625,41°9′27.35″,114°42′49.91″,313,130722
康保县,41.85056393,114.5941632,41°51′2.03″,114°35′38.99″,313,130723
沽源县,41.66770349,115.6822859,41°40′3.73″,115°40′56.23″,313,130724
尚义县,41.07465582,113.9629065,41°4′28.76″,113°57′46.46″,313,130725
蔚县,39.83982033,114.5828849,39°50′23.35″,114°34′58.39″,313,130726
阳原县,40.11603794,114.1634786,40°6′57.74″,114°9′48.52″,313,130727
怀安县,40.67451898,114.3783592,40°40′28.27″,114°22′42.09″,313,130728
万全县,40.76550758,114.7344534,40°45′55.83″,114°44′4.03″,313,130729
怀来县,40.41410964,115.5115374,40°24′50.79″,115°30′41.53″,313,130730
涿鹿县,40.37851505,115.2131576,40°22′42.65″,115°12′47.37″,313,130731
赤城县,40.91189184,115.8250679,40°54′42.81″,115°49′30.24″,313,130732
崇礼县,40.97304155,115.2762089,40°58′22.95″,115°16′34.35″,313,130733
承德市,40.97720104,117.9373554,40°58′37.92″,117°56′14.48″,314,130800
双桥区,40.97313021,117.936936,40°58′23.27″,117°56′12.97″,314,130802
双滦区,40.9573916,117.7936518,40°57′26.61″,117°47′37.15″,314,130803
鹰手营子矿区,40.54509647,117.6530443,40°32′42.35″,117°39′10.96″,314,130804
承德县,40.76658858,118.1673501,40°45′59.72″,118°10′2.46″,314,130821
兴隆县,40.41601846,117.4940188,40°24′57.67″,117°29′38.47″,314,130822
平泉县,41.01665609,118.6959314,41°0′59.96″,118°41′45.35″,314,130823
滦平县,40.93987555,117.3263161,40°56′23.55″,117°19′34.74″,314,130824
隆化县,41.31182773,117.7323894,41°18′42.58″,117°43′56.60″,314,130825
丰宁满族自治县,41.20257264,116.6427155,41°12′9.26″,116°38′33.78″,314,130826
宽城满族自治县,40.60999165,118.4789915,40°36′35.97″,118°28′44.37″,314,130827
围场满族蒙古族自治县,41.93646219,117.7534672,41°56′11.26″,117°45′12.48″,314,130828
沧州市,38.30388067,116.8330464,38°18′13.97″,116°49′58.97″,317,130900
新华区,38.31387126,116.8606857,38°18′49.94″,116°51′38.47″,317,130902
运河区,38.31299463,116.8513056,38°18′46.78″,116°51′4.70″,317,130903
沧县,38.17014674,116.9817212,38°10′12.53″,116°58′54.20″,317,130921
青县,38.57578352,116.8305642,38°34′32.82″,116°49′50.03″,317,130922
东光县,37.88760874,116.5314236,37°53′15.39″,116°31′53.13″,317,130923
海兴县,38.14252031,117.4915268,38°8′33.07″,117°29′29.50″,317,130924
盐山县,38.05735729,117.2244427,38°3′26.49″,117°13′27.99″,317,130925
肃宁县,38.42222961,115.82382,38°25′20.03″,115°49′25.75″,317,130926
南皮县,38.03886624,116.7028668,38°2′19.92″,116°42′10.32″,317,130927
吴桥县,37.62672635,116.3855535,37°37′36.21″,116°23′7.99″,317,130928
献县,38.18885154,116.116664,38°11′19.87″,116°6′59.99″,317,130929
孟村回族自治县,38.05250922,117.0980109,38°3′9.03″,117°5′52.84″,317,130930
泊头市,38.08289818,116.572806,38°4′58.43″,116°34′22.10″,317,130981
任丘市,38.71089528,116.0933876,38°42′39.22″,116°5′36.20″,317,130982
黄骅市,38.37140555,117.3237571,38°22′17.06″,117°19′25.53″,317,130983
河间市,38.44577957,116.0933757,38°26′44.81″,116°5′36.15″,317,130984
廊坊市,39.5198873,116.7006858,39°31′11.59″,116°42′2.47″,316,131000
安次区,39.51946025,116.6971457,39°31′10.06″,116°41′49.72″,316,131002
广阳区,39.5216568,116.7047251,39°31′17.96″,116°42′17.01″,316,131003
固安县,39.43717086,116.2924922,39°26′13.82″,116°17′32.97″,316,131022
永清县,39.32114925,116.4929295,39°19′16.14″,116°29′34.55″,316,131023
香河县,39.760191,116.9998713,39°45′36.69″,116°59′59.54″,316,131024
大城县,38.70415551,116.6478593,38°42′14.96″,116°38′52.29″,316,131025
文安县,38.8653331,116.452041,38°51′55.20″,116°27′7.35″,316,131026
大厂回族自治县,39.88536672,116.983421,39°53′7.32″,116°59′0.32″,316,131028
霸州市,39.1247495,116.3852491,39°7′29.10″,116°23′6.90″,316,131081
三河市,39.98131219,117.071788,39°58′52.72″,117°4′18.44″,316,131082
衡水市,37.73461477,115.692747,37°44′4.61″,115°41′33.89″,318,131100
桃城区,37.73434386,115.6694025,37°44′3.64″,115°40′9.85″,318,131102
枣强县,37.51311388,115.7182676,37°30′47.21″,115°43′5.76″,318,131121
武邑县,37.80109849,115.8819526,37°48′3.95″,115°52′55.03″,318,131122
武强县,38.03957394,115.9760346,38°2′22.47″,115°58′33.72″,318,131123
饶阳县,38.23525157,115.719798,38°14′6.91″,115°43′11.27″,318,131124
安平县,38.23389898,115.5131649,38°14′2.04″,115°30′47.39″,318,131125
故城县,37.34687504,115.9601679,37°20′48.75″,115°57′36.60″,318,131126
景县,37.69156439,116.2648813,37°41′29.63″,116°15′53.57″,318,131127
阜城县,37.86797848,116.1383938,37°52′4.72″,116°8′18.22″,318,131128
冀州市,37.55047186,115.5735831,37°33′1.70″,115°34′24.90″,318,131181
深州市,38.00026524,115.5541279,38°0′0.95″,115°33′14.86″,318,131182
太原市,37.87012419,112.5443051,37°52′12.45″,112°32′39.50″,351,140100
小店区,37.73551946,112.5593881,37°44′7.87″,112°33′33.80″,351,140105
迎泽区,37.86278706,112.5570939,37°51′46.03″,112°33′25.54″,351,140106
杏花岭区,37.88396644,112.5558975,37°53′2.28″,112°33′21.23″,351,140107
尖草坪区,37.93953217,112.4804451,37°56′22.32″,112°28′49.60″,351,140108
万柏林区,37.85852565,112.5110605,37°51′30.69″,112°30′39.82″,351,140109
晋源区,37.71457394,112.4711328,37°42′52.47″,112°28′16.08″,351,140110
清徐县,37.60678233,112.351892,37°36′24.42″,112°21′6.81″,351,140121
阳曲县,38.05879693,112.6663251,38°3′31.67″,112°39′58.77″,351,140122
娄烦县,38.06667987,111.7909065,38°4′0.05″,111°47′27.26″,351,140123
古交市,37.90627957,112.1690974,37°54′22.61″,112°10′8.75″,351,140181
大同市,40.07562569,113.2931201,40°4′32.25″,113°17′35.23″,352,140200
城区,40.07447629,113.2909977,40°4′28.11″,113°17′27.59″,352,140202
矿区,40.0356135,113.1701472,40°2′8.21″,113°10′12.53″,352,140203
南郊区,40.00411055,113.1425802,40°0′14.80″,113°8′33.29″,352,140211
新荣区,40.25453167,113.1328377,40°15′16.31″,113°7′58.22″,352,140212
阳高县,40.36502616,113.7470429,40°21′54.09″,113°44′49.35″,352,140221
天镇县,40.41896478,114.0840321,40°25′8.27″,114°5′2.52″,352,140222
广灵县,39.75927485,114.2763571,39°45′33.39″,114°16′34.89″,352,140223
灵丘县,39.44130814,114.2279771,39°26′28.71″,114°13′40.72″,352,140224
浑源县,39.69791102,113.6836607,39°41′52.48″,113°41′1.18″,352,140225
左云县,40.01270929,112.6962382,40°0′45.75″,112°41′46.46″,352,140226
大同县,40.03931755,113.6057828,40°2′21.54″,113°36′20.82″,352,140227
阳泉市,37.85614977,113.5739992,37°51′22.14″,113°34′26.40″,353,140300
城区,37.84690827,113.5943088,37°50′48.87″,113°35′39.51″,353,140302
矿区,37.86841589,113.5503146,37°52′6.30″,113°33′1.13″,353,140303
郊区,37.94090707,113.5789875,37°56′27.27″,113°34′44.36″,353,140311
平定县,37.80377464,113.6231553,37°48′13.59″,113°37′23.36″,353,140321
盂县,38.08480515,113.4053938,38°5′5.30″,113°24′19.42″,353,140322
长治市,36.19521285,113.109587,36°11′42.77″,113°6′34.51″,355,140400
城区,36.20334605,113.1164173,36°12′12.05″,113°6′59.10″,355,140402
郊区,36.199022,113.1198675,36°11′56.48″,113°7′11.52″,355,140411
长治县,36.05277993,113.0448517,36°3′10.01″,113°2′41.47″,355,140421
襄垣县,36.53481726,113.0447207,36°32′5.34″,113°2′40.99″,355,140423
屯留县,36.31581428,112.8858396,36°18′56.93″,112°53′9.02″,355,140424
平顺县,36.19984083,113.4294387,36°11′59.43″,113°25′45.98″,355,140425
黎城县,36.50204771,113.3804227,36°30′7.37″,113°22′49.52″,355,140426
壶关县,36.115436,113.200542,36°6′55.57″,113°12′1.95″,355,140427
长子县,36.122529,112.8717524,36°7′21.10″,112°52′18.31″,355,140428
武乡县,36.83720444,112.8575371,36°50′13.94″,112°51′27.13″,355,140429
沁县,36.7559612,112.6928518,36°45′21.46″,112°41′34.27″,355,140430
沁源县,36.50001457,112.3310087,36°30′0.05″,112°19′51.63″,355,140431
潞城市,36.33404678,113.2223943,36°20′2.57″,113°13′20.62″,355,140481
晋城市,35.4912631,112.8456418,35°29′28.55″,112°50′44.31″,356,140500
城区,35.50198169,112.8471298,35°30′7.13″,112°50′49.67″,356,140502
沁水县,35.69036985,112.1803404,35°41′25.33″,112°10′49.23″,356,140521
阳城县,35.48612509,112.4083222,35°29′10.05″,112°24′29.96″,356,140522
陵川县,35.7757851,113.2742453,35°46′32.83″,113°16′27.28″,356,140524
泽州县,35.61755066,112.8939508,35°37′3.18″,112°53′38.22″,356,140525
高平市,35.79828151,112.9178309,35°47′53.81″,112°55′4.19″,356,140581
朔州市,39.32997887,112.4258475,39°19′47.92″,112°25′33.05″,349,140600
朔城区,39.31866096,112.4250385,39°19′7.18″,112°25′30.14″,349,140602
平鲁区,39.51106912,112.2816407,39°30′39.85″,112°16′53.91″,349,140603
山阴县,39.52520918,112.8099428,39°31′30.75″,112°48′35.79″,349,140621
应县,39.55307643,113.1841306,39°33′11.08″,113°11′2.87″,349,140622
右玉县,39.98778591,112.4601069,39°59′16.03″,112°27′36.38″,349,140623
怀仁县,39.8265895,113.0928341,39°49′35.72″,113°5′34.20″,349,140624
晋中市,37.68634055,112.7462041,37°41′10.83″,112°44′46.33″,354,140700
榆次区,37.69715785,112.7014521,37°41′49.77″,112°42′5.23″,354,140702
榆社县,37.07040278,112.9688819,37°4′13.45″,112°58′7.97″,354,140721
左权县,37.08203477,113.3725806,37°4′55.33″,113°22′21.29″,354,140722
和顺县,37.32851906,113.5636391,37°19′42.67″,113°33′49.10″,354,140723
昔阳县,37.59946498,113.6983695,37°35′58.07″,113°41′54.13″,354,140724
寿阳县,37.88816303,113.1681783,37°53′17.39″,113°10′5.44″,354,140725
太谷县,37.42079249,112.5450967,37°25′14.85″,112°32′42.35″,354,140726
祁县,37.35772568,112.3288901,37°21′27.81″,112°19′44.00″,354,140727
平遥县,37.18924062,112.1697482,37°11′21.27″,112°10′11.09″,354,140728
灵石县,36.84747856,111.7722435,36°50′50.92″,111°46′20.08″,354,140729
介休市,37.02672374,111.9106274,37°1′36.21″,111°54′38.26″,354,140781
运城市,35.02710558,111.0015197,35°1′37.58″,111°0′5.47″,359,140800
盐湖区,35.01587421,110.992516,35°0′57.15″,110°59′33.06″,359,140802
临猗县,35.14401408,110.7690447,35°8′38.45″,110°46′8.56″,359,140821
万荣县,35.41606376,110.8324803,35°24′57.83″,110°49′56.93″,359,140822
闻喜县,35.35697161,111.2186123,35°21′25.10″,111°13′7.00″,359,140823
稷山县,35.60433769,110.9776452,35°36′15.62″,110°58′39.52″,359,140824
新绛县,35.61644223,111.2185945,35°36′59.19″,111°13′6.94″,359,140825
绛县,35.49226325,111.5658313,35°29′32.15″,111°33′56.99″,359,140826
垣曲县,35.2979414,111.6639419,35°17′52.59″,111°39′50.19″,359,140827
夏县,35.1422756,111.2146658,35°8′32.19″,111°12′52.80″,359,140828
平陆县,34.83779501,111.2113519,34°50′16.06″,111°12′40.87″,359,140829
芮城县,34.69476212,110.6889939,34°41′41.14″,110°41′20.38″,359,140830
永济市,34.86783783,110.4420397,34°52′4.22″,110°26′31.34″,359,140881
河津市,35.59626079,110.706783,35°35′46.54″,110°42′24.42″,359,140882
忻州市,38.41578821,112.7277137,38°24′56.84″,112°43′39.77″,350,140900
忻府区,38.40356364,112.7394572,38°24′12.83″,112°44′22.05″,350,140902
定襄县,38.4733006,112.9506903,38°28′23.88″,112°57′2.49″,350,140921
五台县,38.72763707,113.2485254,38°43′39.49″,113°14′54.69″,350,140922
代县,39.06616283,112.9536812,39°3′58.19″,112°57′13.25″,350,140923
繁峙县,39.1878672,113.258719,39°11′16.32″,113°15′31.39″,350,140924
宁武县,39.00071105,112.2981185,39°0′2.56″,112°17′53.23″,350,140925
静乐县,38.35903298,111.9331633,38°21′32.52″,111°55′59.39″,350,140926
神池县,39.08965983,112.2046223,39°5′22.78″,112°12′16.64″,350,140927
五寨县,38.91048222,111.8403126,38°54′37.74″,111°50′25.13″,350,140928
岢岚县,38.70370592,111.5665079,38°42′13.34″,111°33′59.43″,350,140929
河曲县,39.38392831,111.1320074,39°23′2.14″,111°7′55.23″,350,140930
保德县,39.02151692,111.0800301,39°1′17.46″,111°4′48.11″,350,140931
偏关县,39.43361,111.5025204,39°26′1.00″,111°30′9.07″,350,140932
原平市,38.73022728,112.7044117,38°43′48.82″,112°42′15.88″,350,140981
临汾市,36.0881667,111.5126412,36°5′17.40″,111°30′45.51″,357,141000
尧都区,36.08107605,111.5144062,36°4′51.87″,111°30′51.86″,357,141002
曲沃县,35.64121343,111.4695471,35°38′28.37″,111°28′10.37″,357,141021
翼城县,35.73862052,111.712671,35°44′19.03″,111°42′45.62″,357,141022
襄汾县,35.87628019,111.4353154,35°52′34.61″,111°26′7.14″,357,141023
洪洞县,36.25387346,111.668754,36°15′13.94″,111°40′7.51″,357,141024
古县,36.2671043,111.9143398,36°16′1.58″,111°54′51.62″,357,141025
安泽县,36.14786532,112.2439526,36°8′52.32″,112°14′38.23″,357,141026
浮山县,35.96832805,111.8427086,35°58′5.98″,111°50′33.75″,357,141027
吉县,36.09834837,110.6762806,36°5′54.05″,110°40′34.61″,357,141028
乡宁县,35.97070042,110.8416254,35°58′14.52″,110°50′29.85″,357,141029
大宁县,36.46502418,110.7470937,36°27′54.09″,110°44′49.54″,357,141030
隰县,36.693355,110.9349717,36°41′36.08″,110°56′5.90″,357,141031
永和县,36.75947692,110.6265997,36°45′34.12″,110°37′35.76″,357,141032
蒲县,36.41162409,111.0901948,36°24′41.85″,111°5′24.70″,357,141033
汾西县,36.6528507,111.5577605,36°39′10.26″,111°33′27.94″,357,141034
侯马市,35.61916605,111.3656559,35°37′9.00″,111°21′56.36″,357,141081
霍州市,36.5688276,111.7490036,36°34′7.78″,111°44′56.41″,357,141082
吕梁市,37.51777337,111.1378527,37°31′3.98″,111°8′16.27″,358,141100
离石区,37.51692539,111.1442234,37°31′0.93″,111°8′39.20″,358,141102
文水县,37.43652022,112.020739,37°26′11.47″,112°1′14.66″,358,141121
交城县,37.55117194,112.1493087,37°33′4.22″,112°8′57.51″,358,141122
兴县,38.46169031,111.1211291,38°27′42.09″,111°7′16.06″,358,141123
临县,37.9501954,110.9860805,37°57′0.70″,110°59′9.89″,358,141124
柳林县,37.42954475,110.8832824,37°25′46.36″,110°52′59.82″,358,141125
石楼县,36.99821124,110.8288026,36°59′53.56″,110°49′43.69″,358,141126
岚县,38.27900021,111.6653983,38°16′44.40″,111°39′55.43″,358,141127
方山县,37.89401597,111.2377961,37°53′38.46″,111°14′16.07″,358,141128
中阳县,37.35643705,111.1732684,37°21′23.17″,111°10′23.77″,358,141129
交口县,36.98176476,111.1750824,36°58′54.35″,111°10′30.30″,358,141130
孝义市,37.14592612,111.772546,37°8′45.33″,111°46′21.17″,358,141181
汾阳市,37.26491611,111.781311,37°15′53.70″,111°46′52.72″,358,141182
呼和浩特市,40.84086523,111.7419269,40°50′27.11″,111°44′30.94″,471,150100
